timestamp,value
2019-08-24 00:15:00,21637.0
2019-08-24 00:20:00,21901.0
2019-08-24 00:25:00,22298.0
2019-08-24 00:30:00,28054.0
2019-08-24 00:35:00,22534.0
2019-08-24 00:40:00,23195.0
2019-08-24 00:45:00,22705.0
2019-08-24 00:50:00,21518.0
2019-08-24 00:55:00,23424.0
2019-08-24 01:00:00,22926.0
2019-08-24 01:05:00,18614.0
2019-08-24 01:10:00,17788.0
2019-08-24 01:15:00,16714.0
2019-08-24 01:20:00,18203.0
2019-08-24 01:25:00,17211.0
2019-08-24 01:30:00,18072.0
2019-08-24 01:35:00,17660.0
2019-08-24 01:40:00,16762.0
2019-08-24 01:45:00,16975.0
2019-08-24 01:50:00,16945.0
2019-08-24 01:55:00,16380.0
2019-08-24 02:00:00,16566.0
2019-08-24 02:05:00,16472.0
2019-08-24 02:10:00,16606.0
2019-08-24 02:15:00,15124.0
2019-08-24 02:20:00,16304.0
2019-08-24 02:25:00,15911.0
2019-08-24 02:30:00,16899.0
2019-08-24 02:35:00,16153.0
2019-08-24 02:40:00,16675.0
2019-08-24 02:45:00,15745.0
2019-08-24 02:50:00,15882.0
2019-08-24 02:55:00,15458.0
2019-08-24 03:00:00,16141.0
2019-08-24 03:05:00,18309.0
2019-08-24 03:10:00,16702.0
2019-08-24 03:15:00,15787.0
2019-08-24 03:20:00,15034.0
2019-08-24 03:25:00,15513.0
2019-08-24 03:30:00,17021.0
2019-08-24 03:35:00,16155.0
2019-08-24 03:40:00,16216.0
2019-08-24 03:45:00,15613.0
2019-08-24 03:50:00,16229.0
2019-08-24 03:55:00,21134.0
2019-08-24 04:00:00,22579.0
2019-08-24 04:05:00,22332.0
2019-08-24 04:10:00,21550.0
2019-08-24 04:15:00,21569.0
2019-08-24 04:20:00,21634.0
2019-08-24 04:25:00,18409.0
2019-08-24 04:30:00,18106.0
2019-08-24 04:35:00,17945.0
2019-08-24 04:40:00,18503.0
2019-08-24 04:45:00,18836.0
2019-08-24 04:50:00,18085.0
2019-08-24 04:55:00,17943.0
2019-08-24 05:00:00,18480.0
2019-08-24 05:05:00,18428.0
2019-08-24 05:10:00,18871.0
2019-08-24 05:15:00,17951.0
2019-08-24 05:20:00,17964.0
2019-08-24 05:25:00,18479.0
2019-08-24 05:30:00,17696.0
2019-08-24 05:35:00,18750.0
2019-08-24 05:40:00,18266.0
2019-08-24 05:45:00,18253.0
2019-08-24 05:50:00,17964.0
2019-08-24 05:55:00,18769.0
2019-08-24 06:00:00,19312.0
2019-08-24 06:05:00,18907.0
2019-08-24 06:10:00,18693.0
2019-08-24 06:15:00,18318.0
2019-08-24 06:20:00,18133.0
2019-08-24 06:25:00,23711.0
2019-08-24 06:30:00,20845.0
2019-08-24 06:35:00,18688.0
2019-08-24 06:40:00,19242.0
2019-08-24 06:45:00,18839.0
2019-08-24 06:50:00,18482.0
2019-08-24 06:55:00,19165.0
2019-08-24 07:00:00,19888.0
2019-08-24 07:05:00,19543.0
2019-08-24 07:10:00,19326.0
2019-08-24 07:15:00,19340.0
2019-08-24 07:20:00,19763.0
2019-08-24 07:25:00,19905.0
2019-08-24 07:30:00,20971.0
2019-08-24 07:35:00,20334.0
2019-08-24 07:40:00,20887.0
2019-08-24 07:45:00,19904.0
2019-08-24 07:50:00,19349.0
2019-08-24 07:55:00,19767.0
2019-08-24 08:00:00,20316.0
2019-08-24 08:05:00,20490.0
2019-08-24 08:10:00,20719.0
2019-08-24 08:15:00,19609.0
2019-08-24 08:20:00,19888.0
2019-08-24 08:25:00,23751.0
2019-08-24 08:30:00,24276.0
2019-08-24 08:35:00,23760.0
2019-08-24 08:40:00,24064.0
2019-08-24 08:45:00,20727.0
2019-08-24 08:50:00,19515.0
2019-08-24 08:55:00,19377.0
2019-08-24 09:00:00,20427.0
2019-08-24 09:05:00,20446.0
2019-08-24 09:10:00,19970.0
2019-08-24 09:15:00,19664.0
2019-08-24 09:20:00,19872.0
2019-08-24 09:25:00,19352.0
2019-08-24 09:30:00,20464.0
2019-08-24 09:35:00,19559.0
2019-08-24 09:40:00,20454.0
2019-08-24 09:45:00,19737.0
2019-08-24 09:50:00,19173.0
2019-08-24 09:55:00,19380.0
2019-08-24 10:00:00,20414.0
2019-08-24 10:05:00,19534.0
2019-08-24 10:10:00,18929.0
2019-08-24 10:15:00,17742.0
2019-08-24 10:20:00,17092.0
2019-08-24 10:25:00,17901.0
2019-08-24 10:30:00,18515.0
2019-08-24 10:35:00,18311.0
2019-08-24 10:40:00,18834.0
2019-08-24 10:45:00,18181.0
2019-08-24 10:50:00,18313.0
2019-08-24 10:55:00,18358.0
2019-08-24 11:00:00,19830.0
2019-08-24 11:05:00,20432.0
2019-08-24 11:10:00,20537.0
2019-08-24 11:15:00,18452.0
2019-08-24 11:20:00,19294.0
2019-08-24 11:25:00,19315.0
2019-08-24 11:30:00,20736.0
2019-08-24 11:35:00,20606.0
2019-08-24 11:40:00,21087.0
2019-08-24 11:45:00,20350.0
2019-08-24 11:50:00,20171.0
2019-08-24 11:55:00,20424.0
2019-08-24 12:00:00,21109.0
2019-08-24 12:05:00,21204.0
2019-08-24 12:10:00,21756.0
2019-08-24 12:15:00,21795.0
2019-08-24 12:20:00,21076.0
2019-08-24 12:25:00,21550.0
2019-08-24 12:30:00,21397.0
2019-08-24 12:35:00,22485.0
2019-08-24 12:40:00,22224.0
2019-08-24 12:45:00,23037.0
2019-08-24 12:50:00,22046.0
2019-08-24 12:55:00,22354.0
2019-08-24 13:00:00,23531.0
2019-08-24 13:05:00,23591.0
2019-08-24 13:10:00,23911.0
2019-08-24 13:15:00,22623.0
2019-08-24 13:20:00,27228.0
2019-08-24 13:25:00,27675.0
2019-08-24 13:30:00,27142.0
2019-08-24 13:35:00,26824.0
2019-08-24 13:40:00,27874.0
2019-08-24 13:45:00,28121.0
2019-08-24 13:50:00,29483.0
2019-08-24 13:55:00,28728.0
2019-08-24 14:00:00,29494.0
2019-08-24 14:05:00,29988.0
2019-08-24 14:10:00,31665.0
2019-08-24 14:15:00,35098.0
2019-08-24 14:20:00,37933.0
2019-08-24 14:25:00,40460.0
2019-08-24 14:30:00,40990.0
2019-08-24 14:35:00,36836.0
2019-08-24 14:40:00,24131.0
2019-08-24 14:45:00,25084.0
2019-08-24 14:50:00,26106.0
2019-08-24 14:55:00,23284.0
2019-08-24 15:00:00,26611.0
2019-08-24 15:05:00,26283.0
2019-08-24 15:10:00,22431.0
2019-08-24 15:15:00,21908.0
2019-08-24 15:20:00,24040.0
2019-08-24 15:25:00,26997.0
2019-08-24 15:30:00,27074.0
2019-08-24 15:35:00,25689.0
2019-08-24 15:40:00,26620.0
2019-08-24 15:45:00,22461.0
2019-08-24 15:50:00,21919.0
2019-08-24 15:55:00,21930.0
2019-08-24 16:00:00,21403.0
2019-08-24 16:05:00,23232.0
2019-08-24 16:10:00,25023.0
2019-08-24 16:15:00,25073.0
2019-08-24 16:20:00,25249.0
2019-08-24 16:25:00,21771.0
2019-08-24 16:30:00,22366.0
2019-08-24 16:35:00,21373.0
2019-08-24 16:40:00,21481.0
2019-08-24 16:45:00,21777.0
2019-08-24 16:50:00,20639.0
2019-08-24 16:55:00,20128.0
2019-08-24 17:00:00,20157.0
2019-08-24 17:05:00,20942.0
2019-08-24 17:10:00,20740.0
2019-08-24 17:15:00,19334.0
2019-08-24 17:20:00,20216.0
2019-08-24 17:25:00,20276.0
2019-08-24 17:30:00,20437.0
2019-08-24 17:35:00,20372.0
2019-08-24 17:40:00,20054.0
2019-08-24 17:45:00,20118.0
2019-08-24 17:50:00,19612.0
2019-08-24 17:55:00,19258.0
2019-08-24 18:00:00,19415.0
2019-08-24 18:05:00,19182.0
2019-08-24 18:10:00,19859.0
2019-08-24 18:15:00,19409.0
2019-08-24 18:20:00,19608.0
2019-08-24 18:25:00,18628.0
2019-08-24 18:30:00,19284.0
2019-08-24 18:35:00,19082.0
2019-08-24 18:40:00,19516.0
2019-08-24 18:45:00,18360.0
2019-08-24 18:50:00,18922.0
2019-08-24 18:55:00,18185.0
2019-08-24 19:00:00,18924.0
2019-08-24 19:05:00,18197.0
2019-08-24 19:10:00,18100.0
2019-08-24 19:15:00,17756.0
2019-08-24 19:20:00,18793.0
2019-08-24 19:25:00,18484.0
2019-08-24 19:30:00,18727.0
2019-08-24 19:35:00,18344.0
2019-08-24 19:40:00,18632.0
2019-08-24 19:45:00,17862.0
2019-08-24 19:50:00,17386.0
2019-08-24 19:55:00,16786.0
2019-08-24 20:00:00,17278.0
2019-08-24 20:05:00,17824.0
2019-08-24 20:10:00,17308.0
2019-08-24 20:15:00,17021.0
2019-08-24 20:20:00,16816.0
2019-08-24 20:25:00,16296.0
2019-08-24 20:30:00,16381.0
2019-08-24 20:35:00,16880.0
2019-08-24 20:40:00,17149.0
2019-08-24 20:45:00,17232.0
2019-08-24 20:50:00,16893.0
2019-08-24 20:55:00,15914.0
2019-08-24 21:00:00,16925.0
2019-08-24 21:05:00,17198.0
2019-08-24 21:10:00,16215.0
2019-08-24 21:15:00,15947.0
2019-08-24 21:20:00,16713.0
2019-08-24 21:25:00,16746.0
2019-08-24 21:30:00,16305.0
2019-08-24 21:35:00,16855.0
2019-08-24 21:40:00,16865.0
2019-08-24 21:45:00,16008.0
2019-08-24 21:50:00,16479.0
2019-08-24 21:55:00,16315.0
2019-08-24 22:00:00,16170.0
2019-08-24 22:05:00,15716.0
2019-08-24 22:10:00,15989.0
2019-08-24 22:15:00,14866.0
2019-08-24 22:20:00,15056.0
2019-08-24 22:25:00,14975.0
2019-08-24 22:30:00,14754.0
2019-08-24 22:35:00,15529.0
2019-08-24 22:40:00,15884.0
2019-08-24 22:45:00,15691.0
2019-08-24 22:50:00,16216.0
2019-08-24 22:55:00,15545.0
2019-08-24 23:00:00,16199.0
2019-08-24 23:05:00,15888.0
2019-08-24 23:10:00,16234.0
2019-08-24 23:15:00,15293.0
2019-08-24 23:20:00,14799.0
2019-08-24 23:25:00,15077.0
2019-08-24 23:30:00,15381.0
2019-08-24 23:35:00,15766.0
2019-08-24 23:40:00,15310.0
2019-08-24 23:45:00,44045.0
2019-08-24 23:50:00,19492.0
2019-08-24 23:55:00,16235.0
2019-08-25 00:00:00,19493.0
2019-08-25 00:05:00,19920.0
2019-08-25 00:10:00,19661.0
2019-08-25 00:15:00,21780.0
2019-08-25 00:20:00,20934.0
2019-08-25 00:25:00,22375.0
2019-08-25 00:30:00,27032.0
2019-08-25 00:35:00,22670.0
2019-08-25 00:40:00,22757.0
2019-08-25 00:45:00,21136.0
2019-08-25 00:50:00,17898.0
2019-08-25 00:55:00,16883.0
2019-08-25 01:00:00,26778.0
2019-08-25 01:05:00,35496.0
2019-08-25 01:10:00,30698.0
2019-08-25 01:15:00,40257.0
2019-08-25 01:20:00,40824.0
2019-08-25 01:25:00,39776.0
2019-08-25 01:30:00,34200.0
2019-08-25 01:35:00,29619.0
2019-08-25 01:40:00,34380.0
2019-08-25 01:45:00,33311.0
2019-08-25 01:50:00,29946.0
2019-08-25 01:55:00,31610.0
2019-08-25 02:00:00,27555.0
2019-08-25 02:05:00,36443.0
2019-08-25 02:10:00,35915.0
2019-08-25 02:15:00,87741.0
2019-08-25 02:20:00,104311.0
2019-08-25 02:25:00,106104.0
2019-08-25 02:30:00,104529.0
2019-08-25 02:35:00,107499.0
2019-08-25 02:40:00,104084.0
2019-08-25 02:45:00,104723.0
2019-08-25 02:50:00,109282.0
2019-08-25 02:55:00,108140.0
2019-08-25 03:00:00,111362.0
2019-08-25 03:05:00,110935.0
2019-08-25 03:10:00,107000.0
2019-08-25 03:15:00,107290.0
2019-08-25 03:20:00,110099.0
2019-08-25 03:25:00,107155.0
2019-08-25 03:30:00,103138.0
2019-08-25 03:35:00,108984.0
2019-08-25 03:40:00,104036.0
2019-08-25 03:45:00,110409.0
2019-08-25 03:50:00,106714.0
2019-08-25 03:55:00,104309.0
2019-08-25 04:00:00,105414.0
2019-08-25 04:05:00,106626.0
2019-08-25 04:10:00,99059.0
2019-08-25 04:15:00,104377.0
2019-08-25 04:20:00,101720.0
2019-08-25 04:25:00,95874.0
2019-08-25 04:30:00,95185.0
2019-08-25 04:35:00,91964.0
2019-08-25 04:40:00,93433.0
2019-08-25 04:45:00,92440.0
2019-08-25 04:50:00,96795.0
2019-08-25 04:55:00,94593.0
2019-08-25 05:00:00,93421.0
2019-08-25 05:05:00,92335.0
2019-08-25 05:10:00,91828.0
2019-08-25 05:15:00,92187.0
2019-08-25 05:20:00,94551.0
2019-08-25 05:25:00,93882.0
2019-08-25 05:30:00,93142.0
2019-08-25 05:35:00,97070.0
2019-08-25 05:40:00,95820.0
2019-08-25 05:45:00,92434.0
2019-08-25 05:50:00,95590.0
2019-08-25 05:55:00,99100.0
2019-08-25 06:00:00,90431.0
2019-08-25 06:05:00,97627.0
2019-08-25 06:10:00,94646.0
2019-08-25 06:15:00,97582.0
2019-08-25 06:20:00,98029.0
2019-08-25 06:25:00,101262.0
2019-08-25 06:30:00,99459.0
2019-08-25 06:35:00,99592.0
2019-08-25 06:40:00,98680.0
2019-08-25 06:45:00,100241.0
2019-08-25 06:50:00,95815.0
2019-08-25 06:55:00,98355.0
2019-08-25 07:00:00,93489.0
2019-08-25 07:05:00,93991.0
2019-08-25 07:10:00,96091.0
2019-08-25 07:15:00,93165.0
2019-08-25 07:20:00,99247.0
2019-08-25 07:25:00,95025.0
2019-08-25 07:30:00,97960.0
2019-08-25 07:35:00,91578.0
2019-08-25 07:40:00,96003.0
2019-08-25 07:45:00,95716.0
2019-08-25 07:50:00,91252.0
2019-08-25 07:55:00,87822.0
2019-08-25 08:00:00,90169.0
2019-08-25 08:05:00,90471.0
2019-08-25 08:10:00,88155.0
2019-08-25 08:15:00,88652.0
2019-08-25 08:20:00,87520.0
2019-08-25 08:25:00,88329.0
2019-08-25 08:30:00,90553.0
2019-08-25 08:35:00,90975.0
2019-08-25 08:40:00,85558.0
2019-08-25 08:45:00,89016.0
2019-08-25 08:50:00,88045.0
2019-08-25 08:55:00,89080.0
2019-08-25 09:00:00,93286.0
2019-08-25 09:05:00,96244.0
2019-08-25 09:10:00,96532.0
2019-08-25 09:15:00,96149.0
2019-08-25 09:20:00,95042.0
2019-08-25 09:25:00,100835.0
2019-08-25 09:30:00,100178.0
2019-08-25 09:35:00,97929.0
2019-08-25 09:40:00,100630.0
2019-08-25 09:45:00,100055.0
2019-08-25 09:50:00,99581.0
2019-08-25 09:55:00,99518.0
2019-08-25 10:00:00,97658.0
2019-08-25 10:05:00,46856.0
2019-08-25 10:10:00,96181.0
2019-08-25 10:15:00,96600.0
2019-08-25 10:20:00,91992.0
2019-08-25 10:25:00,94777.0
2019-08-25 10:30:00,97276.0
2019-08-25 10:35:00,98208.0
2019-08-25 10:40:00,98827.0
2019-08-25 10:45:00,89415.0
2019-08-25 10:50:00,99477.0
2019-08-25 10:55:00,99322.0
2019-08-25 11:00:00,103658.0
2019-08-25 11:05:00,96796.0
2019-08-25 11:10:00,103322.0
2019-08-25 11:15:00,92668.0
2019-08-25 11:20:00,102924.0
2019-08-25 11:25:00,103786.0
2019-08-25 11:30:00,102648.0
2019-08-25 11:35:00,101549.0
2019-08-25 11:40:00,98135.0
2019-08-25 11:45:00,89660.0
2019-08-25 11:50:00,100723.0
2019-08-25 11:55:00,99850.0
2019-08-25 12:00:00,100268.0
2019-08-25 12:05:00,97656.0
2019-08-25 12:10:00,98322.0
2019-08-25 12:15:00,94991.0
2019-08-25 12:20:00,89300.0
2019-08-25 12:25:00,100391.0
2019-08-25 12:30:00,97780.0
2019-08-25 12:35:00,101862.0
2019-08-25 12:40:00,98734.0
2019-08-25 12:45:00,97831.0
2019-08-25 12:50:00,101148.0
2019-08-25 12:55:00,98432.0
2019-08-25 13:00:00,97316.0
2019-08-25 13:05:00,97884.0
2019-08-25 13:10:00,98359.0
2019-08-25 13:15:00,100931.0
2019-08-25 13:20:00,101727.0
2019-08-25 13:25:00,105504.0
2019-08-25 13:30:00,105170.0
2019-08-25 13:35:00,102349.0
2019-08-25 13:40:00,102586.0
2019-08-25 13:45:00,105205.0
2019-08-25 13:50:00,102630.0
2019-08-25 13:55:00,107950.0
2019-08-25 14:00:00,106016.0
